date,venue,city,country,lat,long,tour,songs
2018-06-19,Twickenham Stadium,Twickenham,GB,51.4333333,-0.3166667,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Paint It Black', ""Ride 'Em on Down"", 'Bitch', 'Beast of Burden', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-15,Principality Stadium,Cardiff,GB,51.48,-3.18,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Paint It Black', 'Just Your Fool', 'Get Off of My Cloud', 'Like a Rolling Stone', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-09,BT Murrayfield Stadium,Edinburgh,GB,55.95,-3.2,No Filter,"['Start Me Up', ""Let's Spend the Night Together"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Under My Thumb', ""Ride 'Em on Down"", ""She's a Rainbow"", ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Happy', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-08,Pleinfestijn Venray,Venray,NL,51.525,5.975,,"['Street Fighting Man', ""Jumpin' Jack Flash"", 'Tumbling Dice', 'Out of Control', ""Let's Spend the Night Together"", '19th Nervous Breakdown', 'Paint It Black', 'Angie', 'Dead Flowers', 'Miss You', 'Happy', ""Can't You Hear Me Knocking"", 'Start Me Up', 'Honky Tonk Women', 'Brown Sugar', 'Sympathy for the Devil', 'Midnight Rambler']"
2018-06-05,Old Trafford Football Stadium,Manchester,GB,53.4809464283615,-2.23743438720703,No Filter,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Shattered', 'Just Your Fool', ""Let's Spend the Night Together"", 'Like a Rolling Stone', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-06-02,Ricoh Arena,Coventry,GB,52.4065556183991,-1.51216506958008,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Paint It Black', ""Ride 'Em on Down"", 'Like a Rolling Stone', 'Dead Flowers', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'You Got the Silver', 'Happy', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-05-29,St Mary's Stadium,Southampton,GB,50.9,-1.4,No Filter,"['Start Me Up', ""Let's Spend the Night Together"", 'Tumbling Dice', ""It's Only Rock 'n' Roll (but I Like It)"", 'Just Your Fool', 'Under My Thumb', 'Sweet Virginia', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'The Worst', 'Before They Make Me Run', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-05-25,London Stadium,London,GB,51.5084152563931,-0.125532746315002,No Filter,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', 'Dead Flowers', 'Wild Horses', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'The Worst', 'Happy', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-05-22,London Stadium,London,GB,51.5084152563931,-0.125532746315002,No Filter,"['Street Fighting Man', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Paint It Black', ""Ride 'Em on Down"", 'Under My Thumb', 'Fool to Cry', ""You Can't Always Get What You Want"", 'Honky Tonk Women', 'Before They Make Me Run', 'Slipping Away', 'Sympathy for the Devil', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2018-05-17,Croke Park,Dublin,IE,53.3330556,-6.2488889,No Filter,"['Sympathy for the Devil', 'Tumbling Dice', 'Paint It Black', 'Just Your Fool', ""Ride 'Em on Down"", 'Neighbours', 'Wild Horses', ""You Can't Always Get What You Want"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Honky Tonk Women', 'Before They Make Me Run', 'The Worst', 'Miss You', 'Midnight Rambler', 'Start Me Up', ""Jumpin' Jack Flash"", 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-25,U Arena,Nanterre,FR,48.9,2.2,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", ""She's So Cold"", ""She's a Rainbow"", ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-22,U Arena,Nanterre,FR,48.9,2.2,No Filter,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Hate to See You Go', ""Ride 'Em on Down"", 'Dancing With Mr. D', 'Angie', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-19,U Arena,Nanterre,FR,48.9,2.2,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Under My Thumb', ""Let's Spend the Night Together"", ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-15,Gelredome,Arnhem,NL,51.98,5.911111,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Dancing With Mr. D', ""She's So Cold"", ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-12,Friends Arena,Solna,SE,59.3600363042203,18.0008625984192,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Under My Thumb', 'Sweet Virginia', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-09,Esprit Arena,Düsseldorf,DE,51.2217225723832,6.77616119384766,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Bitch', 'Get Off of My Cloud', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-10-03,Telia Parken,Copenhagen,DK,55.6776812020993,12.5709342956543,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Under My Thumb', 'Doo Doo Doo Doo Doo (Heartbreaker)', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-09-30,ArenA,Amsterdam,NL,52.373,4.9,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'You Got Me Rocking', 'Shine a Light', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-09-27,Estadi Olímpic Lluís Companys,Barcelona,ES,41.3887868890716,2.15898513793945,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Under My Thumb', 'Rocks Off', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""Jumpin' Jack Flash"", 'Gimme Shelter', ""(I Can't Get No) Satisfaction""]"
2017-09-23,"Ex Campo Balilla, Mura di Lucca",Lucca,IT,43.8435654491906,10.5058479309082,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", ""Let's Spend the Night Together"", 'Con le mie lacrime (As Tears Go By)', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Miss You', 'Midnight Rambler', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""(I Can't Get No) Satisfaction"", 'Gimme Shelter', ""Jumpin' Jack Flash""]"
2017-09-20,Letzigrund Stadion,Zurich,CH,47.3666667,8.55,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Hate to See You Go', ""Ride 'Em on Down"", 'Dancing With Mr. D', 'Like a Rolling Stone', ""You Can't Always Get What You Want"", 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Midnight Rambler', 'Miss You', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""(I Can't Get No) Satisfaction"", 'Gimme Shelter', ""Jumpin' Jack Flash""]"
2017-09-16,Red Bull Ring,Spielberg bei Knittelfeld,AT,47.2166667,14.7833333,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', ""Ride 'Em on Down"", 'Under My Thumb', ""She's a Rainbow"", ""You Can't Always Get What You Want"", 'Paint It Black', 'Miss You', 'Happy', 'Slipping Away', 'Midnight Rambler', 'Honky Tonk Women', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""(I Can't Get No) Satisfaction"", 'Gimme Shelter', ""Jumpin' Jack Flash""]"
2017-09-12,Olympiastadion,Munich,DE,48.1374325498109,11.5754914283752,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Just Your Fool', ""Ride 'Em on Down"", 'Dancing With Mr. D', ""You Can't Always Get What You Want"", 'Beast of Burden', 'Paint It Black', 'Honky Tonk Women', 'Happy', 'Slipping Away', 'Midnight Rambler', 'Miss You', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""(I Can't Get No) Satisfaction"", 'Gimme Shelter', ""Jumpin' Jack Flash""]"
2017-09-09,Festwiese am Stadtpark,Hamburg,DE,53.55,10.0,No Filter,"['Sympathy for the Devil', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Just Your Fool', ""Ride 'Em on Down"", 'Play With Fire', ""You Can't Always Get What You Want"", 'Dancing With Mr. D', 'Under My Thumb', 'Paint It Black', 'Honky Tonk Women', 'Slipping Away', 'Happy', 'Midnight Rambler', 'Miss You', 'Street Fighting Man', 'Start Me Up', 'Brown Sugar', ""(I Can't Get No) Satisfaction"", 'Gimme Shelter', ""Jumpin' Jack Flash""]"
2017-08-26,Southsea Common,Portsmouth,GB,50.8090805768295,-1.07142448425293,,"[""Jumpin' Jack Flash"", 'Brown Sugar', 'Honky Tonk Women', 'Like a Rolling Stone', 'Paint It Black', ""It's Only Rock 'n' Roll (but I Like It)"", 'Sympathy for the Devil', 'Get Off of My Cloud', ""(I Can't Get No) Satisfaction""]"
2017-08-18,Keswick Theatre,Glenside,US,40.1023326,-75.1521195,,"['She Loves You', 'I Want to Hold Your Hand', 'Eight Days a Week', ""A Hard Day's Night"", ""Can't Buy Me Love"", 'Help!', 'I Saw Her Standing There', 'Twist and Shout', '19th Nervous Breakdown', 'Under My Thumb', 'The Last Time', ""Let's Spend the Night Together"", 'As Tears Go By', 'Get Off of My Cloud', ""Sgt. Pepper's Lonely Hearts Club Band"", 'With a Little Help From My Friends', 'Hello, Goodbye', 'Eleanor Rigby', ""Sgt. Pepper's Lonely Hearts Club Band (Reprise)"", 'A Day in the Life', 'Sympathy for the Devil', 'Paint It Black', 'Gimme Shelter', ""Jumpin' Jack Flash"", 'Get Back', 'While My Guitar Gently Weeps', 'Revolution', 'Hey Jude', 'Start Me Up', 'Miss You', 'Ruby Tuesday', 'Honky Tonk Women', 'Brown Sugar', 'Day Tripper', ""(I Can't Get No) Satisfaction""]"
2017-08-01,Biergarten Rheinaue,Bonn,DE,50.7333333,7.1,,"['Sweet Little Sixteen', ""I'm Just Your Fool"", 'Not Fade Away', 'Under My Thumb', 'Get Off of My Cloud', 'Carol', ""It's All Over Now"", 'Under the Boardwalk', 'Around and Around', 'The Last Time', 'Paint It Black', 'Lady Jane', 'Sweet Virginia', 'Ruby Tuesday', 'Out of Time', 'Tumbling Dice', ""Jumpin' Jack Flash"", 'Out of Control', 'Miss You', 'The Little Red Rooster', 'Love Is Strong', 'Honky Tonk Women', 'Start Me Up', 'Brown Sugar', ""It's Only Rock 'n' Roll (but I Like It)"", ""(I Can't Get No) Satisfaction""]"
2017-03-22,Yoshi's Oakland,Oakland,US,37.8043722,-122.2708026,,['Gimme Shelter']
2016-10-25,Gillette Stadium,Foxborough,US,42.0653768,-71.2478308,,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Street Fighting Man', 'When the Whip Comes Down', 'Honky Tonk Women', 'Little T&A', 'Happy', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2016-10-22,T-Mobile Arena,Las Vegas,US,36.1749705,-115.137223,In the Desert,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', ""Ride 'Em on Down"", 'Paint It Black', 'Honky Tonk Women', 'Slipping Away', 'Little T&A', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-10-14,Empire Polo Club,Indio,US,33.7205771,-116.2155619,In the Desert,"[""Jumpin' Jack Flash"", 'Get Off of My Cloud', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Just Your Fool', 'Sweet Virginia', 'Angie', 'Live With Me', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Little T&A', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-10-07,Empire Polo Club,Indio,US,33.7205771,-116.2155619,In the Desert,"['Start Me Up', 'You Got Me Rocking', 'Out of Control', ""Ride 'Em on Down"", 'Mixed Emotions', 'Wild Horses', ""It's Only Rock 'n' Roll (but I Like It)"", 'Come Together', 'Tumbling Dice', 'Honky Tonk Women', 'Slipping Away', 'Little T&A', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Sympathy for the Devil', 'Brown Sugar', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-10-03,Bellagio,Las Vegas,US,36.1749705,-115.137223,In the Desert,"['Start Me Up', 'You Got Me Rocking', ""It's Only Rock 'n' Roll (but I Like It)"", 'Out of Control', 'Tumbling Dice', 'Wild Horses', 'Mixed Emotions', 'Honky Tonk Women', 'Miss You', 'Gimme Shelter', 'Brown Sugar', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""(I Can't Get No) Satisfaction""]"
2016-04-21,The State Theatre,Harrah,US,35.4895085,-97.1636408,,"['Intro', 'Start Me Up', 'Street Fighting Man', '19th Nervous Breakdown', ""Let's Spend the Night Together"", 'The Last Time', 'Tumbling Dice', 'Waiting on a Friend', ""It's Only Rock 'n' Roll (but I Like It)"", ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Wild Horses', 'Miss You', 'Paint It Black', 'Gimme Shelter', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", 'Happy', 'Honky Tonk Women', 'Brown Sugar', ""(I Can't Get No) Satisfaction""]"
2016-03-25,Ciudad Deportiva,La Habana,CU,21.484,-77.671,América Latina Olé,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'All Down the Line', 'Angie', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-03-17,Foro Sol,Mexico City,MX,19.434,-99.139,América Latina Olé,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', ""Let's Spend the Night Together"", 'Angie', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-03-14,Foro Sol,Mexico City,MX,19.434,-99.139,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Street Fighting Man', 'Wild Horses', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', ""Jumpin' Jack Flash"", 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-03-10,Estadio El Campín,Bogota,CO,4.6,-74.083,América Latina Olé,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Dead Flowers', 'Beast of Burden', 'Wild Horses', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-03-06,Estadio Monumental,Lima,PE,-12.0833333,-77.0833333,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Like a Rolling Stone', 'Angie', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', ""Jumpin' Jack Flash"", 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-03-02,Estádio Beira Rio,Porto Alegre,BR,-30.03305556,-51.23,América Latina Olé,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', ""Let's Spend the Night Together"", 'Ruby Tuesday', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-27,Estádio do Morumbi,São Paulo,BR,-23.5475,-46.63611111,América Latina Olé,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'All Down the Line', ""She's a Rainbow"", 'Wild Horses', 'Paint It Black', 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-24,Estádio do Morumbi,São Paulo,BR,-23.5475,-46.63611111,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Bitch', 'Beast of Burden', 'Worried About You', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Brown Sugar', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-20,Estádio do Maracanã,Rio de Janeiro,BR,-22.903,-43.208,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Like a Rolling Stone', 'Doom and Gloom', 'Angie', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Brown Sugar', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-16,Estadio Centenario,Montevideo,UY,-34.8580556,-56.1708333,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', ""She's So Cold"", 'Wild Horses', 'Paint It Black', 'Honky Tonk Women', 'Slipping Away', ""Can't Be Seen"", 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Brown Sugar', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-16,Skipper's Smokehouse,Tampa,US,27.9475216,-82.4584279,,"['Start Me Up', 'All Down the Line', 'Street Fighting Man', 'Tumbling Dice', '19th Nervous Breakdown', ""Let's Spend the Night Together"", 'Time Is on My Side', 'Carol', 'Get Off of My Cloud', ""Can't You Hear Me Knocking"", 'Sympathy for the Devil', 'Live With Me', 'Bitch', 'Midnight Rambler', 'Doo Doo Doo Doo Doo (Heartbreaker)', 'Monkey Man', 'Paint It Black', 'Gimme Shelter', ""Jumpin' Jack Flash""]"
2016-02-13,Estadio Ciudad de La Plata,La Plata,AR,-34.9313889,-57.9488889,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Beast of Burden', 'You Got Me Rocking', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Brown Sugar', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-10,Estadio Ciudad de La Plata,La Plata,AR,-34.9313889,-57.9488889,América Latina Olé,"[""Jumpin' Jack Flash"", ""Let's Spend the Night Together"", ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Angie', 'Paint It Black', ""Can't You Hear Me Knocking"", 'Honky Tonk Women', 'Slipping Away', 'Before They Make Me Run', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-07,Estadio Ciudad de La Plata,La Plata,AR,-34.9313889,-57.9488889,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'Tumbling Dice', 'Out of Control', 'Street Fighting Man', 'Anybody Seen My Baby?', 'Wild Horses', 'Paint It Black', 'Honky Tonk Women', ""Can't Be Seen"", 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Brown Sugar', 'Sympathy for the Devil', ""Jumpin' Jack Flash"", ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2016-02-03,Estadio Nacional,Santiago,CL,-33.426,-70.567,América Latina Olé,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", ""Let's Spend the Night Together"", 'Tumbling Dice', 'Out of Control', ""She's a Rainbow"", 'Wild Horses', 'Paint It Black', 'Honky Tonk Women', 'You Got the Silver', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', ""Jumpin' Jack Flash"", 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2015-07-15,Plaines d'Abraham,Quebec City,CA,46.812,-71.215,Zip Code,"['Start Me Up', ""It's Only Rock 'n' Roll (but I Like It)"", 'All Down the Line', 'Tumbling Dice', 'Street Fighting Man', 'Wild Horses', 'Bitch', 'Honky Tonk Women', 'Before They Make Me Run', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', ""Jumpin' Jack Flash"", 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
2015-07-11,Ralph Wilson Stadium,Orchard Park,US,42.7675593,-78.7439189,Zip Code,"[""Jumpin' Jack Flash"", ""It's Only Rock 'n' Roll (but I Like It)"", 'You Got Me Rocking', 'Tumbling Dice', 'Out of Control', 'Wild Horses', ""Can't You Hear Me Knocking"", ""Let's Spend the Night Together"", 'Honky Tonk Women', 'Before They Make Me Run', 'Happy', 'Midnight Rambler', 'Miss You', 'Gimme Shelter', 'Start Me Up', 'Sympathy for the Devil', 'Brown Sugar', ""You Can't Always Get What You Want"", ""(I Can't Get No) Satisfaction""]"
